0,0.2017376869916916,-0.6120443940162659,110.35355377197266,5.12,-177.19,-123.44
1,-0.7575655579566956,-0.47954675555229187,110.18113708496094,4.56,-177.25,-123.5
2,-1.4330095052719116,-0.3452257812023163,109.98348236083984,4.0,-177.31,-123.5
3,-1.871618390083313,-0.18083815276622772,109.79812622070312,3.5,-177.38,-123.5
4,-2.2637217044830322,-0.04700397700071335,109.64075469970703,3.0,-177.5,-123.5
5,-5.991689682006836,-0.12413409352302551,109.51652526855469,2.56,-177.56,-123.44
6,-6.813200950622559,-0.25171035528182983,109.58769226074219,2.19,-177.62,-123.38
7,-7.673790454864502,-0.3590019941329956,109.55953216552734,1.94,-177.69,-123.31
8,-8.288064002990723,-0.4425327777862549,109.47169494628906,1.69,-177.81,-123.25
9,-8.763445854187012,-0.5223643183708191,109.39366912841797,1.5,-177.88,-123.25
10,-9.199094772338867,-0.6130958795547485,109.36860656738281,1.31,-178.0,-123.19
11,-9.63176441192627,-0.7063905000686646,109.35132598876953,0.81,-178.12,-123.12
12,-10.044979095458984,-0.7925556302070618,109.28699493408203,0.81,-178.12,-123.12
13,-10.485822677612305,-0.8074297904968262,109.19001007080078,0.5,-178.19,-123.12
14,-10.986858367919922,-0.755483090877533,109.11639404296875,-0.19,-178.25,-123.19
15,-11.538851737976074,-0.7417737245559692,109.04083251953125,-0.56,-178.25,-123.19
16,-12.089557647705078,-0.8524343967437744,108.84312438964844,-0.94,-178.25,-123.25
17,-12.471956253051758,-0.9301755428314209,108.66847229003906,-1.38,-178.19,-123.31
18,-12.789410591125488,-0.9458380341529846,108.60443115234375,-1.75,-178.19,-123.38
19,-13.202427864074707,-0.9922587871551514,108.55028533935547,-2.19,-178.12,-123.5
20,-13.672493934631348,-1.0578912496566772,108.47594451904297,-3.0,-177.94,-123.62
21,-14.086416244506836,-1.1253883838653564,108.3835220336914,-3.0,-177.94,-123.62
22,-14.396880149841309,-1.1414940357208252,108.24755859375,-3.38,-177.94,-123.69
23,-14.6189603805542,-1.0535733699798584,108.06756591796875,-4.12,-177.81,-123.75
